iter	RMSE
135	0.02012908398
136	0.02005614308
137	0.01982569394
138	0.01956992389
139	0.01933350295
140	0.01918560696
141	0.01894104693
142	0.0187953493
143	0.01855999271
144	0.0184569636
145	0.018237664
146	0.01816761624
147	0.01799663636
148	0.01793519962
149	0.01776205821
150	0.01754733204
151	0.01738815157
152	0.01720838162
153	0.0170183819
154	0.01684833645
155	0.01680490564
156	0.01663300725
157	0.01654311387
158	0.01642662223
159	0.01627150457
160	0.01610295057
161	0.01593016687
162	0.01587938234
163	0.01579873807
164	0.01573595418
165	0.01566873389
166	0.0155562978
167	0.01541670226
168	0.01536218821
169	0.01533245845
170	0.01520572888
171	0.01519035586
172	0.01512448892
173	0.01509893176
174	0.01505070149
175	0.01497970777
176	0.01491501775
177	0.01478151199
178	0.01464605055
179	0.01453804796
180	0.01441362946
181	0.01434776784
182	0.01430255943
183	0.01417612023
184	0.01412555937
185	0.0140798229
186	0.01399823545
187	0.01394198644
188	0.01388962371
189	0.01387913134
190	0.01376255378
191	0.01364702515
192	0.01354267241
193	0.01352716553
194	0.01350763339
195	0.01348622655
196	0.01346915111
197	0.01343849887
198	0.01333924067
199	0.01323141879
200	0.01317432081
201	0.01314288268
202	0.01310386893
203	0.01306796931
204	0.01301972792
205	0.0129994162
206	0.01291237127
207	0.01287340188
208	0.0128246576
209	0.01281208779
210	0.01270691405
211	0.01265889455
212	0.01262764031
213	0.0126100402
214	0.01259366916
215	0.0125116812
216	0.01241816578
217	0.0124066838
218	0.01237438193
219	0.01228354234
220	0.01218098605
221	0.01215320087
222	0.01206114522
223	0.01202639384
224	0.01194573496
225	0.01193904168
226	0.01192258785
227	0.01184796069
228	0.01180742331
229	0.01177580281
230	0.01168318645
231	0.01161033717
232	0.01151596288
233	0.01143304798
234	0.01135514362
235	0.01133672989
236	0.01125795175
237	0.01122281238
238	0.0111489462
239	0.0111285413
240	0.01109091038
241	0.01107179327
242	0.01105823137
243	0.01101528201
244	0.01093425547
245	0.01086228022
246	0.01083970258
247	0.01076952709
248	0.01073333748
249	0.01070524732
250	0.01066985764
251	0.01064413122
252	0.01062230322
253	0.0105856769
254	0.01054928186
255	0.01047926136
256	0.01042818719
257	0.01039206806
258	0.01037114363
259	0.01034761064
260	0.01033689773
261	0.01027719508
262	0.01024895665
263	0.01017829443
264	0.01013415877
265	0.0100974881
266	0.01007620655
267	0.01004657363
268	0.01002019266
269	0.009952648875
270	0.009933332496
271	0.009877775727
272	0.009856452677
273	0.009833434133
274	0.009822775545
275	0.009762833782
276	0.009730915178
277	0.009666137392
278	0.009630744054
279	0.009605860769
280	0.009570663893
281	0.009505672255
282	0.009453870861
283	0.009416702151
284	0.009392567802
285	0.00935977629
286	0.009326949452
287	0.009301957981
288	0.00927339498
289	0.009223100497
290	0.009201622631
291	0.009169215582
292	0.009138678454
293	0.00908990392
294	0.009071736916
295	0.009051935007
296	0.009040201199
297	0.009009306128
298	0.008951848935
299	0.008899172437
300	0.008870241763
301	0.008851194761
302	0.008796311223
303	0.008763724411
304	0.008746432736
305	0.008697475619
306	0.008681108693
307	0.008638072264
308	0.008620637216
309	0.00860102071
310	0.008573672519
311	0.00851926319
312	0.008500197505
313	0.008472215384
314	0.008439311674
315	0.008419630136
316	0.008366875442
317	0.008343408879
318	0.008322183488
319	0.008276586606
320	0.008236289896
321	0.008208387329
322	0.008159465354
323	0.008103525162
324	0.00807885623
325	0.008058509831
326	0.008009880418
327	0.007996083146
328	0.007949590509
329	0.007925698385
330	0.007909707122
331	0.007883945679
332	0.007866402145
333	0.007846148214
334	0.007818175331
335	0.007811406373
336	0.007805701335
337	0.007779894834
338	0.007765974134
339	0.007722761501
340	0.007675210449
341	0.007631735827
342	0.007590995101
343	0.007579427241
344	0.007567427211
345	0.007547687754
346	0.007524878138
347	0.007509967331
348	0.00748573301
349	0.007460905039
350	0.007443135623
351	0.007398016687
352	0.007381569429
353	0.007342473112
354	0.007300986466
355	0.007286485079
356	0.00726508525
357	0.007250428776
358	0.007215841803
359	0.007199833995
360	0.007181601465
361	0.0071436636
362	0.007126021374
363	0.007105294855
364	0.007094835083
365	0.007074360822
366	0.007059863551
367	0.007047257283
368	0.007025520167
369	0.006988639871
370	0.006973838259
371	0.006961209651
372	0.006937712067
373	0.00693109974
374	0.006921083408
375	0.006912379661
376	0.006888271515
377	0.006868407296
378	0.006853323933
379	0.006837398572
380	0.006829538459
381	0.006788614017
382	0.006775657296
383	0.006749793995
384	0.006742566316
385	0.006722289039
386	0.006716256044
387	0.006696483294
388	0.00666658291
389	0.006651758204
390	0.006631976939
391	0.006625500002
392	0.006613431254
393	0.006607220355
394	0.006600837069
395	0.006572424028
396	0.006561907435
397	0.006542502669
398	0.00652881946
399	0.006517518053
400	0.006481201284
401	0.006474980697
402	0.006457035253
403	0.006439299481
404	0.006418424276
405	0.006403862692
406	0.006386181419
407	0.006376294344
408	0.006371151949
409	0.006336549481
410	0.006319533257
411	0.006305969327
412	0.006293104118
413	0.006287892797
414	0.00626460143
415	0.006259567907
416	0.006244884634
417	0.006233076212
418	0.006215574868
419	0.006210586577
420	0.006199023131
421	0.006159480113
422	0.006149754836
423	0.006133266779
424	0.00611674907
425	0.006105262175
426	0.006069676251
427	0.006059260051
428	0.006043684837
429	0.006026903798
430	0.0060066681
431	0.005996089316
432	0.005991473563
433	0.00597109632
434	0.00595833836
435	0.005921560647
436	0.00590273602
437	0.005885105246
438	0.005855473724
439	0.005843886453
440	0.005841044872
441	0.005823820977
442	0.005795934608
443	0.00578458421
444	0.005774940077
445	0.005743635558
446	0.00573717918
447	0.005710977058
448	0.005701364499
449	0.005692324797
450	0.00568578374
451	0.005678776535
452	0.005651304065
453	0.005635220046
454	0.005631282824
455	0.00561640341
456	0.005606537111
457	0.005596232173
458	0.005581505725
459	0.005578156266
460	0.00556585946
461	0.005557401155
462	0.005553670282
463	0.005541700838
464	0.0055349376
465	0.005519550662
466	0.005506498008
467	0.00549595925
468	0.005483713874
469	0.005468729437
470	0.005451177533
471	0.005448379603
472	0.005429916295
473	0.005423160226
474	0.005404174778
475	0.00539183926
476	0.005386742516
477	0.005376980602
478	0.005373973361
479	0.005360489809
480	0.005356434831
481	0.005354154344
482	0.005327357303
483	0.005311943245
484	0.005292594912
485	0.005281166976
486	0.005277510482
487	0.005261960678
488	0.005249340502
489	0.005241802207
490	0.005236374113
491	0.005231059865
492	0.00522749877
493	0.005224252472
494	0.00521851279
495	0.005190155307
496	0.005177568904
497	0.005174679018
498	0.005149006929
499	0.005134770419
500	0.005131980749
501	0.005119226842
502	0.005114199204
503	0.005101293266
504	0.005091823098
505	0.005087400163
506	0.005084604625
507	0.005063083448
508	0.005051015622
509	0.005048618947
510	0.005033294401
511	0.005010482776
512	0.004995020073
513	0.00496974537
514	0.004960518459
515	0.004937065152
516	0.004930746077
517	0.004927978291
518	0.004920123405
519	0.004911283125
520	0.004898741056
521	0.004882768631
522	0.004877068429
523	0.00486784655
524	0.004847423315
525	0.0048381684
526	0.004827653889
527	0.004823308671
528	0.004812120445
529	0.00479001125
530	0.004788158786
531	0.004769634839
532	0.004766750077
533	0.004760634467
534	0.004758095
535	0.004747133653
536	0.004730467261
537	0.004726541578
538	0.004720315692
539	0.004718347588
540	0.004707762222
541	0.004702362853
542	0.004699934193
543	0.004682359596
544	0.004680394924
545	0.004671474092
546	0.004661850834
547	0.004658643692
548	0.004648614167
549	0.004645340672
550	0.004642236721
551	0.004625946586
552	0.004616534102
553	0.004609221828
554	0.004593364658
555	0.004586103765
556	0.004576667877
557	0.004563333784
558	0.004555801203
559	0.004549398362
560	0.004543548257
561	0.00453912498
562	0.004537646867
563	0.004529198787
564	0.004524949094
565	0.004520702146
566	0.004513030566
567	0.004494237016
568	0.004481950678
569	0.004476382216
570	0.004467236808
571	0.004450204125
572	0.004445662407
573	0.004435857542
574	0.004431653001
575	0.004421075948
576	0.004412323883
577	0.004406319357
578	0.004398245707
579	0.004395472367
580	0.004383207269
581	0.00438041152
582	0.004364132484
583	0.00435994142
584	0.004353932315
585	0.004347734339
586	0.004345785484
587	0.004339859765
588	0.004329268092
589	0.004321249342
590	0.004312781667
591	0.004305604032
592	0.004285132302
593	0.00428114575
594	0.004274899426
595	0.00426578224
596	0.004260459976
597	0.004253204783
598	0.004236622024
599	0.004232866686
600	0.004225454256
601	0.004217621855
602	0.004214577056
603	0.004199977227
604	0.004186199284
605	0.004176150624
606	0.004171520971
607	0.004168030592
608	0.004160515911
609	0.004157100536
610	0.00415451833
611	0.0041501035
612	0.004134408516
613	0.004128003644
614	0.004123272164
615	0.004120864968
616	0.004107796751
617	0.004095345595
618	0.00409119316
619	0.00408561797
620	0.004081899813
621	0.004067726703
622	0.004066500585
623	0.004058923545
624	0.004046878361
625	0.004039446236
626	0.004032051636
627	0.00402699123
628	0.004009596624
629	0.004004737146
630	0.004000890457
631	0.004000058844
632	0.003996370221
633	0.003993991698
634	0.003990037373
635	0.003984711411
636	0.003980808346
637	0.003973255023
638	0.003970460181
639	0.003967125861
640	0.003953752714
641	0.003942165802
642	0.00393341861
643	0.003921165279
644	0.003917955232
645	0.00390889748
646	0.003895649313
647	0.003889748811
648	0.003886592387
649	0.003876014238
650	0.003874463396
651	0.003867745298
652	0.003864545896
653	0.003857832902
654	0.00385105729
655	0.003840571298
656	0.003834228827
657	0.003832205358
658	0.003826923322
659	0.003823854132
660	0.00381965225
661	0.00381583394
662	0.003812069395
663	0.003809928014
664	0.003799846522
665	0.003798663611
666	0.003792594423
667	0.003786377374
668	0.003780502048
669	0.003775659951
670	0.003768426222
671	0.003765544659
672	0.003764254561
673	0.003754587907
674	0.0037452066
675	0.003743163082
676	0.003739764659
677	0.003737014549
678	0.003730190465
679	0.003727205684
680	0.003721596705
681	0.003716859644
682	0.003714061217
683	0.003705245501
684	0.003693922582
685	0.003692132842
686	0.003689500543
687	0.003684319787
688	0.003678331955
689	0.003664813379
690	0.003654016041
691	0.003651348563
692	0.003640937501
693	0.003634018144
694	0.003629469171
695	0.003623998836
696	0.003619346391
697	0.003617212966
698	0.003612496556
699	0.00360185076
700	0.003598914903
701	0.00359495096
702	0.003585207994
703	0.003580948431
704	0.00357578672
705	0.003565920365
706	0.003560176497
707	0.003556218038
708	0.003553707211
709	0.003547128968
710	0.003539563002
711	0.003536402996
712	0.003530089841
713	0.003528596118
714	0.003523317072
715	0.003520592319
716	0.003518255512
717	0.003508599148
718	0.003504739439
719	0.003501144013
720	0.003498053008
721	0.003492235383
722	0.003483683523
723	0.003479716129
724	0.003474514891
725	0.003469044911
726	0.003466547938
727	0.003464714747
728	0.003462007589
729	0.003456433773
730	0.003452905413
731	0.003447680891
732	0.003439187928
733	0.003436367599
734	0.003430943823
735	0.003425650478
736	0.003423092621
737	0.003420238088
738	0.003412112731
739	0.003406133633
740	0.003403196416
741	0.003398492753
742	0.003394529758
743	0.003392515419
744	0.003381370357
745	0.003378639278
746	0.003373204828
747	0.003364491859
748	0.003363220022
749	0.003358365748
750	0.003354134387
751	0.003350420618
752	0.003346590808
753	0.003343731219
754	0.003339703105
755	0.003334605168
756	0.003333192553
757	0.003329189497
758	0.003324878505
759	0.003321676472
760	0.003317376289
761	0.003311595903
762	0.003306477795
763	0.003302826679
764	0.003299063251
765	0.003296509231
766	0.003287545963
767	0.003284718306
768	0.003281121805
769	0.003276977066
770	0.003272544759
771	0.003267100421
772	0.003257387321
773	0.003251042275
774	0.003249018998
775	0.003244941468
776	0.003243741776
777	0.003240819539
778	0.003239310897
779	0.003231575683
780	0.003229007069
781	0.003224928165
782	0.003221216319
783	0.003216082539
784	0.003211119234
785	0.00320929363
786	0.003205947163
787	0.003203860037
788	0.003200382327
789	0.003191331378
790	0.003185277472
791	0.003180541753
792	0.003174740063
793	0.003170200244
794	0.00316629651
795	0.003160435155
796	0.003155600449
797	0.003152160791
798	0.003151112776
799	0.003149665402
800	0.003147310899
801	0.003142567634
802	0.003138255398
803	0.003135794482
804	0.003133377086
805	0.003128736985
806	0.003126066295
807	0.003117870527
808	0.00311613503
809	0.00311222581
810	0.0031106752
811	0.003106206952
812	0.003099849481
813	0.003096407105
814	0.003092455507
815	0.00308884362
816	0.003084711707
817	0.003080756588
818	0.003078151794
819	0.003073811265
820	0.003072028535
821	0.003067859155
822	0.0030644902
823	0.003061273795
824	0.003057132276
825	0.003052702137
826	0.003049250698
827	0.003042098621
828	0.003038332359
829	0.003032160615
830	0.003030550977
831	0.00302642853
832	0.003019989263
833	0.003014877169
834	0.003011695132
835	0.003009387374
836	0.003004588548
837	0.002999317223
838	0.002996264962
839	0.002992719094
840	0.002989381381
841	0.002987787636
842	0.00298517581
843	0.002983775943
844	0.002981243427
845	0.002973732405
846	0.002971866193
847	0.002968347871
848	0.002960871875
849	0.002959167763
850	0.002956905654
851	0.002953209019
852	0.002948957605
853	0.002944674285
854	0.002941402906
855	0.002938420625
856	0.002936535541
857	0.002933248931
858	0.002930141808
859	0.002928419432
860	0.002922848676
861	0.002920538522
862	0.002914627828
863	0.002913284797
864	0.002907862432
865	0.002903609326
866	0.002900250394
867	0.002896626806
868	0.002895211534
869	0.002889738414
870	0.002884219432
871	0.002882087448
872	0.002877792451
873	0.002874021605
874	0.002870188925
875	0.002864880015
876	0.002861963164
877	0.002858627982
878	0.002856040976
879	0.002851674752
880	0.002849483726
881	0.002842018921
882	0.002839657153
883	0.002835675218
884	0.002832633057
885	0.002829480273
886	0.002826258286
887	0.002823633474
888	0.002818603044
889	0.002816916117
890	0.002816023924
891	0.002812769385
892	0.002811051391
893	0.00280900412
894	0.00280504653
895	0.002801830097
896	0.002798140256
897	0.0027965508
898	0.00279154406
899	0.002789306733
900	0.002788510374
901	0.002786379676
902	0.002782970595
903	0.00278140528
904	0.002769675333
905	0.002766382295
906	0.002765077592
907	0.002763941751
908	0.00275730114
909	0.002754672512
910	0.002748008715
911	0.002744528221
912	0.002743091211
913	0.002738523398
914	0.002736108959
915	0.002733249319
916	0.002729115399
917	0.002726842716
918	0.002723571778
919	0.002721984406
920	0.002716834825
921	0.002715630798
922	0.002712516312
923	0.002708395806
924	0.002707403045
925	0.002704801462
926	0.00270187717
927	0.002697564953
928	0.002693745215
929	0.002689930257
930	0.002683080043
931	0.002681561051
932	0.00267929027
933	0.002674974088
934	0.002671219335
935	0.002668155419
936	0.002665627617
937	0.002662423632
938	0.002660493444
939	0.002656494061
940	0.002653483293
941	0.002649982316
942	0.002648672577
943	0.00264271854
944	0.002641247223
945	0.002636377296
946	0.002632575924
947	0.00263158159
948	0.002627513667
949	0.002623725127
950	0.002622011162
951	0.002619742239
952	0.002617456206
953	0.002611416446
954	0.002609819672
955	0.002608794902
956	0.002606759765
957	0.002603465978
958	0.002601887079
959	0.002599828758
960	0.002595991894
961	0.002594501817
962	0.00259040464
963	0.002587759719
964	0.002585706675
965	0.002582400039
966	0.00257866644
967	0.00257685588
968	0.00257329651
969	0.002566185788
970	0.002565453864
971	0.002562675523
972	0.002558762264
973	0.00255600656
974	0.002553812092
975	0.002551257054
976	0.002549075774
977	0.002546334991
978	0.002544798993
979	0.002540417206
980	0.002538004624
981	0.002535186502
982	0.002532199741
983	0.002527233401
984	0.002525056781
985	0.002522580731
986	0.00252034514
987	0.002517417605
988	0.002515573121
989	0.002513893068
990	0.002510554521
991	0.002507006231
992	0.002504944082
993	0.002498752972
994	0.002497353435
995	0.002495857053
996	0.002491817438
997	0.002490652629
998	0.002484639423
999	0.002478952302
